User_ID,Product_ID,Category,Brand,User_Age,User_Gender,User_Location,Device_Type,Session_Duration_Min,Pages_Viewed,Time_of_Day,Previous_Purchases,User_Rating,Product_Price,Discount_Applied,Graph_Similarity_Score,Federated_Cluster_ID,Local_Model_Accuracy,Global_Model_Weight,Personalization_Factor,Purchase_Probability,Recommended
U0218,P0056,Electronics,BrandC,21,Female,Urban,Mobile,15.05,14,Afternoon,6,5,434.44,1,0.312,9,0.613,0.489,0.789,0.643,1
U0160,P0033,Home & Kitchen,BrandD,41,Female,Suburban,Mobile,56.37,8,Night,49,3,26.35,0,0.398,1,0.772,0.42,0.433,0.601,1
U0198,P0036,Beauty,BrandA,46,Other,Suburban,Desktop,11.09,4,Afternoon,25,2,289.11,0,0.959,6,0.914,0.404,0.25,0.645,1
U0247,P0148,Electronics,BrandD,36,Female,Urban,Mobile,7.68,7,Afternoon,25,2,427.47,0,0.4,2,0.667,0.403,0.11,0.455,0
U0203,P0081,Toys,BrandC,23,Female,Urban,Desktop,34.64,19,Morning,18,2,202.09,1,0.609,8,0.944,0.128,0.659,0.562,0
U0184,P0190,Books,BrandD,50,Male,Rural,Tablet,51.85,15,Evening,8,3,154.68,0,0.463,5,0.883,0.237,0.466,0.642,1
U0123,P0109,Sports,BrandE,57,Male,Urban,Mobile,29.15,4,Evening,19,1,398.87,0,0.457,3,0.848,0.228,0.383,0.498,0
U0255,P0154,Electronics,BrandE,36,Male,Urban,Desktop,59.68,19,Afternoon,41,2,171.21,0,0.274,2,0.837,0.99,0.987,0.64,1
U0294,P0194,Books,BrandD,18,Female,Urban,Desktop,41.07,9,Morning,44,1,6.57,0,0.583,8,0.805,0.12,0.52,0.542,0
U0280,P0073,Clothing,BrandA,22,Male,Urban,Tablet,5.37,13,Morning,49,3,479.99,0,0.864,7,0.852,0.25,0.775,0.778,1
U0098,P0040,Books,BrandA,44,Male,Urban,Tablet,59.58,14,Morning,15,3,298.1,1,0.145,9,0.748,0.977,0.26,0.411,0
U0198,P0017,Sports,BrandA,33,Female,Rural,Desktop,25.07,14,Night,16,5,410.66,0,0.9,8,0.896,0.665,0.112,0.782,1
U0240,P0129,Books,BrandD,23,Female,Urban,Mobile,17.96,10,Afternoon,21,2,413.52,0,0.699,4,0.844,0.506,0.476,0.624,1
U0144,P0061,Home & Kitchen,BrandA,57,Other,Urban,Desktop,33.91,16,Night,12,5,37.87,0,0.655,2,0.87,0.171,0.699,0.845,1
U0097,P0171,Sports,BrandC,30,Male,Suburban,Mobile,18.95,5,Morning,11,2,89.58,0,0.663,2,0.877,0.703,0.556,0.639,1
U0201,P0104,Beauty,BrandE,52,Female,Suburban,Desktop,6.1,6,Morning,9,3,159.0,0,0.367,2,0.632,0.224,0.901,0.66,1
U0124,P0042,Clothing,BrandC,36,Male,Rural,Tablet,1.08,2,Morning,0,3,163.75,0,0.474,6,0.619,0.704,0.491,0.597,0
U0187,P0025,Home & Kitchen,BrandA,29,Male,Rural,Mobile,27.53,13,Evening,31,4,331.1,0,0.819,7,0.88,0.981,0.38,0.756,1
U0259,P0039,Beauty,BrandC,33,Male,Urban,Desktop,50.37,13,Afternoon,29,4,313.45,0,0.376,6,0.691,0.579,0.924,0.738,1
U0148,P0035,Books,BrandA,60,Male,Suburban,Mobile,34.77,19,Evening,7,3,249.82,0,0.523,2,0.804,0.293,0.466,0.639,1
U0252,P0131,Sports,BrandD,27,Male,Urban,Mobile,59.95,18,Night,20,3,109.58,1,0.118,4,0.755,0.663,0.343,0.423,0
U0147,P0108,Clothing,BrandC,42,Female,Rural,Mobile,17.92,19,Evening,21,1,194.08,0,0.76,3,0.608,0.562,0.188,0.471,0
U0148,P0172,Home & Kitchen,BrandD,37,Male,Urban,Desktop,17.55,1,Afternoon,17,1,274.08,1,0.476,4,0.614,0.58,0.814,0.441,0
U0199,P0179,Beauty,BrandD,48,Female,Rural,Tablet,10.43,8,Evening,1,5,236.65,1,0.573,5,0.889,0.53,0.843,0.761,1
U0128,P0102,Beauty,BrandB,21,Female,Suburban,Tablet,10.68,16,Morning,47,4,68.01,0,0.203,7,0.813,0.706,0.13,0.569,0
U0039,P0098,Clothing,BrandA,61,Male,Urban,Mobile,17.83,2,Night,43,4,326.51,1,0.993,9,0.783,0.615,0.423,0.68,1
U0129,P0012,Toys,BrandE,40,Female,Suburban,Desktop,47.78,8,Night,8,3,41.16,0,0.372,2,0.931,0.988,0.775,0.696,1
U0267,P0019,Books,BrandA,19,Male,Rural,Desktop,54.44,6,Morning,2,3,192.21,0,0.671,8,0.661,0.843,0.952,0.737,1
U0151,P0101,Clothing,BrandE,39,Female,Rural,Mobile,58.53,16,Morning,25,5,356.46,0,0.623,3,0.69,0.338,0.44,0.751,1
U0298,P0044,Beauty,BrandA,54,Male,Urban,Mobile,14.71,11,Morning,20,4,14.91,0,0.807,9,0.865,0.753,0.885,0.851,1
U0099,P0187,Electronics,BrandD,25,Male,Suburban,Mobile,53.0,17,Afternoon,29,1,287.14,0,0.364,10,0.871,0.293,0.454,0.498,0
U0263,P0049,Home & Kitchen,BrandC,24,Male,Urban,Tablet,20.37,19,Evening,27,2,170.59,0,0.78,4,0.742,0.804,0.262,0.577,0
U0252,P0189,Clothing,BrandC,31,Female,Urban,Desktop,7.66,11,Night,35,5,9.37,0,0.444,3,0.933,0.233,0.103,0.696,1
U0144,P0017,Toys,BrandB,20,Other,Urban,Desktop,52.33,8,Evening,25,2,99.24,0,0.47,10,0.928,0.526,0.397,0.579,0
U0112,P0074,Beauty,BrandE,33,Male,Urban,Mobile,38.53,4,Morning,33,1,470.77,0,0.705,6,0.604,0.812,0.441,0.51,0
U0060,P0057,Books,BrandE,36,Female,Rural,Desktop,10.72,11,Morning,7,1,262.97,0,0.806,10,0.66,0.352,0.951,0.643,1
U0002,P0055,Beauty,BrandE,35,Female,Urban,Mobile,26.36,8,Evening,9,2,498.63,0,0.7,9,0.887,0.853,0.285,0.594,0
U0254,P0047,Books,BrandD,33,Other,Rural,Mobile,17.95,9,Night,47,5,264.78,0,0.91,7,0.717,0.68,0.444,0.814,1
U0140,P0012,Clothing,BrandE,25,Female,Urban,Desktop,44.47,2,Afternoon,42,2,274.25,0,0.357,4,0.633,0.458,0.123,0.443,0
U0037,P0062,Books,BrandC,50,Female,Urban,Mobile,27.75,16,Evening,49,5,198.96,0,0.911,3,0.875,0.481,0.787,0.915,1
U0160,P0080,Sports,BrandD,29,Female,Urban,Desktop,59.37,6,Morning,13,5,158.47,1,0.218,10,0.759,0.933,0.924,0.68,1
U0009,P0083,Sports,BrandA,28,Female,Urban,Mobile,4.23,19,Morning,39,3,129.52,1,0.694,4,0.772,0.296,0.314,0.536,0
U0233,P0008,Sports,BrandE,22,Male,Urban,Desktop,21.95,8,Afternoon,14,4,174.99,0,0.593,3,0.665,0.724,0.486,0.689,1
U0099,P0149,Toys,BrandE,44,Male,Urban,Mobile,29.43,14,Evening,16,4,232.63,1,0.545,3,0.831,0.737,0.21,0.557,0
U0147,P0081,Toys,BrandA,29,Male,Suburban,Mobile,30.68,16,Afternoon,17,1,100.04,0,0.38,9,0.793,0.93,0.511,0.497,0
U0208,P0118,Electronics,BrandE,34,Female,Urban,Mobile,19.64,12,Afternoon,31,3,116.31,0,0.553,4,0.672,0.742,0.22,0.569,0
U0131,P0198,Toys,BrandA,23,Female,Urban,Mobile,44.03,5,Night,37,4,139.41,1,0.246,9,0.719,0.626,0.571,0.547,0
U0152,P0200,Clothing,BrandD,50,Male,Urban,Tablet,52.61,19,Night,22,5,227.38,0,0.432,10,0.809,0.912,0.761,0.8,1
U0054,P0025,Beauty,BrandC,22,Female,Rural,Mobile,56.38,18,Morning,45,5,328.14,1,0.189,5,0.924,0.846,0.598,0.642,1
U0120,P0089,Beauty,BrandA,45,Female,Rural,Desktop,48.5,9,Evening,22,2,428.79,0,0.615,7,0.922,0.745,0.321,0.592,0
U0161,P0012,Electronics,BrandB,31,Male,Urban,Tablet,51.18,2,Night,34,2,147.13,0,0.186,5,0.701,0.129,0.418,0.481,0
U0116,P0143,Toys,BrandA,22,Other,Urban,Mobile,33.48,12,Morning,38,5,95.95,0,0.244,1,0.857,0.436,0.675,0.755,1
U0075,P0059,Books,BrandE,50,Male,Urban,Mobile,49.73,2,Evening,14,5,192.53,0,0.177,2,0.871,0.669,0.631,0.736,1
U0113,P0154,Electronics,BrandD,58,Male,Rural,Desktop,18.91,10,Morning,23,2,447.72,0,0.443,5,0.883,0.57,0.223,0.53,0
U0104,P0109,Books,BrandD,36,Female,Urban,Tablet,24.51,1,Night,27,4,9.88,0,0.858,6,0.8,0.387,0.86,0.844,1
U0254,P0026,Books,BrandA,39,Female,Urban,Tablet,19.7,4,Morning,15,1,340.54,1,0.916,7,0.604,0.23,0.528,0.47,0
U0227,P0047,Home & Kitchen,BrandC,22,Male,Urban,Mobile,28.58,12,Evening,15,2,241.19,0,0.165,2,0.867,0.598,0.246,0.476,0
U0112,P0032,Beauty,BrandB,19,Female,Urban,Desktop,17.85,9,Evening,39,4,84.72,0,0.671,10,0.637,0.357,0.211,0.644,1
U0099,P0010,Sports,BrandD,47,Female,Urban,Mobile,57.74,4,Morning,38,4,163.91,0,0.716,9,0.641,0.31,0.969,0.805,1
U0153,P0016,Toys,BrandE,64,Male,Suburban,Tablet,19.46,9,Evening,5,4,116.35,1,0.58,6,0.812,0.459,0.353,0.589,0
U0194,P0199,Books,BrandE,56,Male,Urban,Tablet,6.78,6,Morning,1,3,439.53,0,0.7,2,0.944,0.807,0.918,0.792,1
U0163,P0145,Home & Kitchen,BrandC,21,Female,Suburban,Mobile,32.08,1,Evening,12,3,243.53,0,0.31,2,0.685,0.539,0.47,0.573,0
U0208,P0151,Beauty,BrandD,50,Male,Urban,Mobile,4.37,10,Morning,43,4,283.73,1,0.541,3,0.826,0.295,0.447,0.603,1
U0169,P0026,Sports,BrandA,30,Other,Urban,Mobile,7.52,14,Morning,46,5,298.88,0,0.452,1,0.706,0.205,0.731,0.778,1
U0161,P0086,Books,BrandE,37,Female,Rural,Mobile,13.94,18,Morning,8,3,321.61,0,0.181,9,0.915,0.549,0.109,0.521,0
U0068,P0135,Books,BrandC,24,Other,Urban,Desktop,28.4,6,Afternoon,33,2,250.3,1,0.663,10,0.808,0.815,0.404,0.495,0
U0289,P0014,Electronics,BrandD,32,Male,Rural,Mobile,26.56,18,Evening,16,3,13.85,1,0.546,4,0.673,0.688,0.372,0.498,0
U0277,P0079,Electronics,BrandD,40,Other,Suburban,Mobile,48.18,16,Night,26,5,170.69,0,0.348,5,0.692,0.309,0.881,0.784,1
U0135,P0117,Beauty,BrandD,31,Male,Urban,Mobile,44.63,15,Morning,28,1,96.02,0,0.526,7,0.751,0.493,0.576,0.531,0
U0195,P0007,Sports,BrandD,40,Male,Rural,Tablet,26.15,16,Afternoon,36,3,341.67,1,0.798,1,0.643,0.87,0.428,0.554,0
U0128,P0137,Books,BrandD,36,Male,Urban,Desktop,20.69,8,Night,42,4,33.07,0,0.821,3,0.628,0.26,0.339,0.698,1
U0033,P0115,Beauty,BrandE,46,Male,Rural,Mobile,19.67,13,Morning,21,4,284.08,1,0.685,3,0.838,0.579,0.631,0.671,1
U0176,P0176,Beauty,BrandC,37,Female,Urban,Mobile,46.67,11,Night,23,4,109.26,0,0.521,2,0.743,0.421,0.237,0.64,1
U0022,P0072,Clothing,BrandD,46,Female,Rural,Tablet,4.07,7,Afternoon,6,1,474.68,0,0.618,8,0.854,0.212,0.322,0.519,0
U0238,P0059,Toys,BrandB,41,Male,Urban,Desktop,1.76,17,Night,33,5,171.09,0,0.447,5,0.639,0.145,0.364,0.69,1
U0158,P0082,Electronics,BrandB,35,Female,Suburban,Mobile,47.94,18,Morning,47,2,165.98,1,0.214,1,0.813,0.6,0.647,0.455,0
U0038,P0116,Sports,BrandC,27,Male,Suburban,Mobile,29.15,19,Night,11,5,462.08,1,0.447,2,0.755,0.119,0.436,0.628,1
U0230,P0167,Books,BrandA,58,Female,Rural,Mobile,8.72,13,Night,22,1,211.59,0,0.577,1,0.62,0.193,0.555,0.51,0
U0051,P0146,Beauty,BrandA,25,Male,Rural,Mobile,14.9,15,Morning,14,4,481.62,1,0.639,6,0.791,0.413,0.685,0.663,1
U0264,P0187,Books,BrandA,43,Female,Rural,Mobile,56.02,1,Afternoon,32,5,16.96,0,0.942,9,0.629,0.139,0.961,0.906,1
U0283,P0103,Clothing,BrandB,46,Female,Rural,Tablet,51.71,16,Afternoon,12,2,156.64,0,0.8,7,0.89,0.46,0.788,0.716,1
U0027,P0017,Sports,BrandA,27,Female,Urban,Mobile,42.88,5,Night,22,4,334.77,1,0.237,5,0.821,0.217,0.465,0.545,0
U0226,P0014,Beauty,BrandE,34,Male,Urban,Desktop,29.45,3,Evening,37,2,445.97,1,0.257,3,0.795,0.415,0.773,0.485,0
U0277,P0159,Books,BrandD,19,Male,Urban,Mobile,31.7,10,Night,31,3,131.92,1,0.19,8,0.647,0.812,0.955,0.538,0
U0286,P0152,Electronics,BrandB,23,Female,Urban,Desktop,58.54,19,Evening,44,2,465.59,1,0.764,10,0.701,0.664,0.549,0.523,0
U0097,P0108,Toys,BrandC,22,Male,Urban,Desktop,57.98,5,Night,49,4,299.09,0,0.736,4,0.773,0.501,0.469,0.736,1
U0284,P0188,Clothing,BrandC,45,Male,Suburban,Mobile,13.7,7,Afternoon,34,3,401.5,0,0.988,9,0.822,0.183,0.17,0.676,1
U0147,P0045,Sports,BrandD,58,Male,Urban,Mobile,48.86,14,Night,0,4,201.62,1,0.57,5,0.664,0.657,0.903,0.667,1
U0004,P0098,Clothing,BrandB,22,Female,Suburban,Desktop,12.64,3,Night,46,4,110.03,0,0.844,6,0.603,0.247,0.322,0.694,1
U0035,P0131,Electronics,BrandA,35,Female,Urban,Mobile,13.6,13,Evening,44,3,456.06,0,0.619,5,0.721,0.169,0.158,0.58,0
U0192,P0037,Sports,BrandA,43,Female,Urban,Mobile,40.89,13,Afternoon,4,2,466.9,0,0.887,10,0.769,0.698,0.583,0.668,1
U0049,P0171,Clothing,BrandE,37,Male,Suburban,Mobile,24.9,10,Evening,12,1,251.3,0,0.749,7,0.665,0.921,0.861,0.615,1
U0017,P0168,Home & Kitchen,BrandE,58,Male,Suburban,Tablet,55.96,2,Night,4,1,8.22,1,0.679,7,0.772,0.515,0.466,0.443,0
U0172,P0183,Electronics,BrandA,44,Female,Suburban,Mobile,6.25,6,Morning,31,1,59.34,0,0.609,1,0.718,0.137,0.805,0.586,0
U0220,P0108,Electronics,BrandC,29,Female,Suburban,Desktop,31.18,8,Night,20,1,288.65,1,0.751,2,0.759,0.892,0.853,0.533,0
U0158,P0039,Electronics,BrandC,24,Male,Urban,Mobile,55.19,4,Night,23,5,16.77,0,0.478,7,0.722,0.16,0.509,0.742,1
U0046,P0015,Home & Kitchen,BrandE,20,Female,Suburban,Desktop,54.34,12,Evening,17,1,201.47,0,0.187,8,0.82,0.881,0.632,0.488,0
U0006,P0120,Home & Kitchen,BrandD,27,Male,Urban,Mobile,10.24,15,Morning,20,3,155.17,0,0.136,4,0.615,0.453,0.581,0.546,0
U0099,P0004,Books,BrandA,51,Other,Urban,Desktop,22.63,8,Morning,9,1,358.6,0,0.531,6,0.66,0.429,0.945,0.587,0
U0233,P0093,Beauty,BrandE,42,Male,Urban,Mobile,37.53,7,Evening,23,4,32.51,0,0.639,10,0.751,0.589,0.753,0.769,1
U0037,P0153,Toys,BrandE,52,Other,Urban,Desktop,10.4,14,Afternoon,39,1,246.92,0,0.171,3,0.725,0.961,0.933,0.526,0
U0280,P0141,Clothing,BrandA,33,Female,Urban,Desktop,58.11,19,Morning,46,2,291.66,0,0.358,7,0.737,0.909,0.298,0.499,0
U0181,P0161,Books,BrandA,19,Female,Rural,Mobile,54.97,14,Morning,20,3,310.56,0,0.39,3,0.881,0.523,0.379,0.61,1
U0095,P0016,Clothing,BrandC,41,Male,Rural,Mobile,10.85,13,Evening,24,3,205.55,0,0.607,7,0.91,0.726,0.164,0.616,1
U0099,P0170,Toys,BrandD,27,Female,Urban,Mobile,8.15,1,Afternoon,22,5,155.66,0,0.351,8,0.687,0.622,0.55,0.718,1
U0188,P0108,Beauty,BrandD,55,Male,Urban,Mobile,6.04,19,Afternoon,21,4,342.83,0,0.186,3,0.893,0.724,0.887,0.733,1
U0116,P0126,Home & Kitchen,BrandA,39,Male,Urban,Desktop,54.66,1,Night,3,3,424.55,0,0.248,2,0.761,0.846,0.394,0.561,0
U0191,P0194,Beauty,BrandB,43,Female,Urban,Mobile,12.42,4,Night,33,2,348.34,1,0.257,6,0.696,0.131,0.215,0.354,0
U0253,P0055,Home & Kitchen,BrandE,60,Other,Rural,Mobile,25.56,10,Evening,5,1,466.39,0,0.858,4,0.945,0.393,0.162,0.553,0
U0161,P0170,Toys,BrandE,56,Female,Urban,Desktop,27.48,3,Afternoon,27,3,360.05,1,0.356,8,0.889,0.963,0.503,0.53,0
U0256,P0034,Beauty,BrandA,44,Female,Suburban,Mobile,36.34,9,Evening,30,2,383.49,1,0.743,2,0.948,0.954,0.248,0.508,0
U0128,P0158,Books,BrandB,46,Male,Urban,Mobile,5.23,3,Night,34,1,88.11,0,0.611,4,0.659,0.11,0.411,0.496,0
U0018,P0013,Sports,BrandC,64,Male,Rural,Mobile,14.38,6,Evening,38,5,212.67,1,0.979,2,0.65,0.281,0.838,0.793,1
U0281,P0141,Books,BrandA,55,Male,Urban,Tablet,55.96,6,Evening,41,3,245.1,0,0.346,2,0.776,0.994,0.446,0.594,0
U0223,P0018,Clothing,BrandA,37,Female,Suburban,Desktop,54.6,12,Morning,22,3,131.87,1,0.243,2,0.824,0.544,0.649,0.523,0
U0054,P0160,Books,BrandE,44,Other,Urban,Desktop,47.1,1,Morning,5,2,266.63,1,0.147,1,0.66,0.616,0.552,0.392,0
U0058,P0096,Toys,BrandA,58,Female,Suburban,Mobile,2.14,16,Morning,15,4,148.94,0,0.317,4,0.901,0.25,0.747,0.733,1
U0174,P0123,Electronics,BrandA,37,Male,Urban,Desktop,20.29,5,Night,1,5,345.31,0,0.716,2,0.786,0.905,0.241,0.749,1
U0280,P0039,Clothing,BrandA,61,Male,Urban,Mobile,38.05,9,Evening,23,4,237.79,0,0.177,9,0.744,0.308,0.928,0.71,1
U0114,P0046,Beauty,BrandE,36,Female,Rural,Mobile,17.24,10,Morning,16,3,232.11,0,0.32,9,0.811,0.271,0.679,0.642,1
U0288,P0029,Clothing,BrandC,37,Male,Rural,Mobile,54.67,13,Morning,44,4,491.9,0,0.87,7,0.822,0.305,0.344,0.747,1
U0151,P0190,Sports,BrandC,52,Female,Rural,Mobile,38.4,15,Morning,0,1,199.26,0,0.625,6,0.615,0.928,0.211,0.45,0
U0127,P0062,Home & Kitchen,BrandA,64,Female,Suburban,Mobile,5.24,12,Night,5,5,184.34,0,0.163,3,0.95,0.733,0.235,0.67,1
U0155,P0185,Beauty,BrandE,19,Female,Rural,Mobile,54.63,5,Night,4,4,162.71,0,0.143,7,0.727,0.792,0.804,0.675,1
U0273,P0016,Clothing,BrandC,47,Male,Urban,Mobile,57.51,5,Evening,44,1,447.9,1,0.155,1,0.622,0.439,0.629,0.341,0
U0104,P0184,Beauty,BrandC,51,Male,Urban,Mobile,5.59,18,Evening,49,2,250.88,1,0.948,9,0.898,0.918,0.443,0.578,0
U0299,P0121,Beauty,BrandC,39,Male,Urban,Desktop,32.41,12,Evening,28,4,302.01,0,0.865,4,0.948,0.81,0.4,0.783,1
U0246,P0010,Beauty,BrandE,20,Male,Suburban,Mobile,18.9,3,Morning,11,5,94.51,0,0.86,6,0.886,0.776,0.87,0.923,1
U0176,P0158,Home & Kitchen,BrandE,23,Male,Urban,Desktop,24.18,7,Afternoon,38,1,272.77,0,0.932,6,0.898,0.974,0.887,0.703,1
U0039,P0153,Toys,BrandA,32,Female,Urban,Mobile,11.6,17,Night,46,4,140.95,0,0.555,3,0.819,0.43,0.623,0.739,1
U0170,P0103,Books,BrandD,44,Female,Suburban,Desktop,35.11,19,Morning,2,2,366.67,1,0.323,4,0.923,0.65,0.572,0.484,0
U0247,P0084,Beauty,BrandC,27,Male,Rural,Mobile,57.52,18,Morning,47,4,417.1,0,0.461,10,0.613,0.919,0.835,0.722,1
U0026,P0133,Electronics,BrandD,26,Male,Urban,Mobile,30.68,1,Evening,0,1,358.83,0,0.747,3,0.868,0.812,0.774,0.638,1
U0013,P0065,Toys,BrandE,50,Male,Urban,Mobile,5.89,5,Evening,26,4,366.47,1,0.888,6,0.835,0.607,0.46,0.677,1
U0036,P0177,Sports,BrandE,49,Male,Urban,Desktop,37.58,2,Morning,47,5,258.67,1,0.492,1,0.617,0.169,0.174,0.557,0
U0173,P0003,Home & Kitchen,BrandE,23,Female,Urban,Desktop,21.07,1,Night,23,3,357.5,0,0.582,8,0.79,0.687,0.792,0.713,1
U0020,P0173,Clothing,BrandD,58,Male,Urban,Mobile,51.5,7,Night,43,1,214.23,0,0.939,8,0.78,0.574,0.252,0.554,0
U0264,P0142,Home & Kitchen,BrandE,53,Male,Suburban,Mobile,26.65,11,Morning,18,1,327.49,0,0.197,9,0.842,0.266,0.115,0.391,0
U0142,P0120,Clothing,BrandA,19,Male,Suburban,Desktop,12.38,11,Afternoon,7,1,133.22,0,0.876,6,0.627,0.894,0.859,0.632,1
U0143,P0158,Home & Kitchen,BrandE,46,Female,Suburban,Desktop,12.28,18,Afternoon,43,1,39.53,1,0.243,1,0.882,0.409,0.62,0.409,0
U0092,P0068,Clothing,BrandB,21,Female,Urban,Mobile,46.36,17,Night,46,4,209.67,0,0.535,3,0.649,0.449,0.902,0.757,1
U0288,P0146,Beauty,BrandD,18,Male,Rural,Mobile,16.67,2,Evening,1,5,233.58,0,0.297,1,0.747,0.705,0.536,0.716,1
U0215,P0190,Books,BrandB,36,Female,Urban,Mobile,46.27,7,Afternoon,29,2,131.92,1,0.643,5,0.908,0.54,0.934,0.617,1
U0051,P0037,Clothing,BrandE,43,Female,Urban,Desktop,13.15,7,Afternoon,29,5,365.22,1,0.603,3,0.796,0.18,0.419,0.664,1
U0153,P0153,Clothing,BrandA,42,Other,Rural,Mobile,19.98,10,Evening,48,1,41.41,1,0.442,2,0.733,0.449,0.752,0.445,0
U0186,P0176,Electronics,BrandC,27,Male,Urban,Tablet,28.46,3,Afternoon,38,4,115.26,0,0.877,3,0.617,0.185,0.371,0.713,1
U0063,P0193,Clothing,BrandE,32,Female,Urban,Mobile,56.65,12,Morning,44,4,375.54,0,0.694,9,0.835,0.272,0.101,0.666,1
U0190,P0181,Electronics,BrandA,39,Other,Rural,Mobile,55.97,3,Afternoon,31,1,221.38,0,0.749,8,0.945,0.106,0.442,0.587,0
U0125,P0073,Sports,BrandD,38,Other,Urban,Mobile,13.21,11,Evening,0,4,354.12,0,0.236,3,0.919,0.263,0.764,0.724,1
U0150,P0143,Beauty,BrandB,39,Female,Suburban,Tablet,22.13,12,Morning,37,1,285.91,0,0.895,2,0.851,0.397,0.235,0.556,0
U0058,P0049,Electronics,BrandB,53,Female,Urban,Desktop,9.81,4,Afternoon,12,5,475.6,0,0.25,5,0.637,0.584,0.554,0.688,1
U0180,P0121,Books,BrandB,51,Male,Suburban,Mobile,31.09,16,Night,10,3,300.91,0,0.301,1,0.684,0.927,0.291,0.535,0
U0170,P0088,Toys,BrandD,47,Female,Urban,Desktop,28.17,18,Morning,9,4,12.36,1,0.215,4,0.665,0.586,0.167,0.449,0
U0271,P0196,Beauty,BrandA,42,Female,Urban,Mobile,54.14,4,Morning,47,1,179.67,0,0.496,8,0.724,0.735,0.656,0.535,0
U0054,P0140,Electronics,BrandD,62,Female,Suburban,Mobile,55.87,6,Night,25,1,75.82,1,0.899,1,0.682,0.422,0.957,0.568,0
U0101,P0187,Beauty,BrandB,45,Male,Urban,Mobile,23.63,15,Night,19,4,462.69,0,0.327,5,0.686,0.776,0.38,0.619,1
U0264,P0037,Beauty,BrandE,18,Female,Urban,Mobile,30.01,1,Afternoon,16,2,56.49,1,0.436,4,0.816,0.658,0.623,0.495,0
U0053,P0061,Beauty,BrandC,62,Female,Urban,Mobile,53.88,3,Afternoon,16,1,196.91,0,0.861,6,0.712,0.514,0.958,0.666,1
U0060,P0171,Sports,BrandD,21,Male,Urban,Tablet,48.6,5,Evening,3,4,116.92,1,0.656,7,0.837,0.274,0.685,0.676,1
U0108,P0124,Books,BrandD,24,Female,Urban,Mobile,1.22,17,Evening,4,1,424.13,0,0.776,9,0.932,0.373,0.706,0.643,1
U0005,P0198,Home & Kitchen,BrandA,26,Female,Urban,Tablet,19.88,14,Morning,22,2,157.74,0,0.293,1,0.823,0.659,0.261,0.495,0
U0103,P0039,Home & Kitchen,BrandA,53,Female,Rural,Mobile,25.88,9,Night,45,3,495.99,1,0.745,10,0.863,0.483,0.543,0.61,1
U0196,P0184,Electronics,BrandD,36,Male,Urban,Desktop,14.55,3,Night,9,2,24.12,0,0.305,4,0.863,0.9,0.43,0.54,0
U0262,P0063,Beauty,BrandB,18,Male,Urban,Mobile,12.77,13,Evening,45,5,68.5,0,0.989,6,0.716,0.311,0.524,0.846,1
U0047,P0046,Electronics,BrandC,27,Other,Urban,Mobile,3.23,3,Morning,27,4,116.2,1,0.604,10,0.605,0.166,0.821,0.646,1
U0144,P0088,Sports,BrandA,53,Male,Urban,Mobile,38.96,11,Morning,32,2,406.5,1,0.726,7,0.619,0.63,0.515,0.492,0
U0269,P0011,Sports,BrandB,26,Female,Rural,Mobile,16.49,2,Evening,42,3,439.87,0,0.207,7,0.699,0.897,0.157,0.493,0
U0124,P0062,Clothing,BrandE,62,Female,Urban,Desktop,4.09,15,Evening,25,1,40.37,0,0.326,8,0.841,0.428,0.915,0.576,0
U0106,P0077,Sports,BrandA,63,Female,Rural,Mobile,14.63,13,Evening,49,4,21.07,0,0.226,10,0.917,0.683,0.59,0.687,1
U0158,P0153,Clothing,BrandB,59,Male,Urban,Desktop,48.31,19,Afternoon,47,2,373.56,0,0.451,8,0.936,0.308,0.932,0.684,1
U0147,P0199,Books,BrandB,49,Female,Suburban,Mobile,51.24,16,Morning,28,3,71.01,1,0.356,8,0.609,0.603,0.615,0.496,0
U0145,P0052,Electronics,BrandC,49,Male,Suburban,Mobile,29.5,18,Morning,26,2,70.83,0,0.76,8,0.947,0.808,0.163,0.594,0
U0120,P0004,Toys,BrandC,23,Male,Rural,Mobile,25.55,7,Morning,17,5,16.07,0,0.198,8,0.713,0.88,0.598,0.702,1
U0275,P0059,Books,BrandE,55,Male,Suburban,Tablet,58.69,13,Evening,39,4,29.65,1,0.777,6,0.895,0.195,0.618,0.698,1
U0092,P0072,Sports,BrandB,34,Male,Suburban,Desktop,12.83,4,Evening,9,1,135.52,0,0.141,9,0.663,0.421,0.293,0.379,0
U0058,P0148,Books,BrandB,27,Other,Urban,Mobile,13.71,9,Evening,41,3,37.18,0,0.282,3,0.622,0.676,0.524,0.566,0
U0229,P0093,Books,BrandC,44,Other,Urban,Mobile,18.22,10,Evening,4,2,187.6,0,0.813,6,0.732,0.131,0.513,0.632,1
U0117,P0063,Books,BrandA,52,Male,Rural,Mobile,11.19,9,Night,9,4,417.22,0,0.768,5,0.901,0.722,0.661,0.806,1
U0279,P0054,Sports,BrandA,38,Female,Urban,Tablet,23.38,7,Evening,49,2,166.53,0,0.529,8,0.677,0.575,0.334,0.528,0
U0127,P0117,Toys,BrandD,42,Male,Urban,Desktop,54.74,15,Afternoon,20,4,365.28,0,0.145,4,0.654,0.36,0.624,0.625,1
U0129,P0110,Beauty,BrandC,45,Female,Suburban,Mobile,37.31,8,Night,23,5,51.49,0,0.649,4,0.918,0.833,0.317,0.777,1
